label,withinID,end,start,value1,value2
MON_L,6,600,500,0.0168857913346397,0.0168378480742229
MON_L,7,700,600,0.019119085413744,0.018897226202776
MON_L,8,800,700,0.0232548929277101,0.0237403635963041
MON_L,9,900,800,0.0214296609965176,0.0218225307451955
MON_L,10,1000,900,0.0194120623886995,0.0190719013007363
MON_L,11,1100,1000,0.0206305518590812,0.0212077789467275
MON_L,12,1200,1100,0.0189850161379173,0.0192945915880129
MON_L,13,1300,1200,0.0222678615825139,0.0226955907734365
MON_L,14,1400,1300,0.0191648571665922,0.01940730341951
MON_L,15,1500,1400,0.0218562530806862,0.0223788140947817
MON_L,16,1600,1500,0.0204162569210272,0.0202658955671193
MON_L,17,1700,1600,0.0216081847295364,0.0221289530296404
MON_L,18,1800,1700,0.0214835145170146,0.0215083599751679
MON_L,19,1900,1800,0.0193635900153314,0.0194265219159861
SC_L,1,100,0,0.0201761393899254,0.0203658051894754
SC_L,2,200,100,0.0162235488074502,0.0163511219294019
SC_L,3,300,200,0.015950831568516,0.0161590098821999
SC_L,4,400,300,0.0171768858290849,0.0171620687677952
SC_L,5,500,400,0.0210306695364826,0.0211686484821382
SC_L,6,600,500,0.0188170453008306,0.0189616941406995
SC_L,7,700,600,0.0173717777899917,0.0173106090340214
SC_L,8,800,700,0.0165815467924488,0.016429556561209
SC_L,9,900,800,0.0171844024562615,0.0170766284326072
SC_L,10,1000,900,0.0181398849319345,0.0181017852587323
SC_L,11,1100,1000,0.0161883322003659,0.0161350328534262
SC_L,12,1200,1100,0.019344687109454,0.0192295357392407
SC_L,13,1300,1200,0.0203792580406448,0.0200073562812918
SC_L,14,1400,1300,0.0198045470519369,0.0202768184870789
SC_L,15,1500,1400,0.0188027533142622,0.0187783832796103
SC_L,16,1600,1500,0.0214558886977697,0.0217506739045854
SC_L,17,1700,1600,0.0169712189193132,0.0171156282041233
SC_L,18,1800,1700,0.0162471637056005,0.0162334340443198
SC_L,19,1900,1800,0.0181597676785694,0.0178011639178044
VA_L,1,100,0,0.018516167257274,0.0190729746500775
VA_L,2,200,100,0.0183061737327375,0.0186362374762869
VA_L,3,300,200,0.0168361568397275,0.0168564508880001
VA_L,4,400,300,0.0165795355560293,0.0164654647557591
VA_L,5,500,400,0.0181982342549752,0.0185682499538836
VA_L,6,600,500,0.0188810177262691,0.0189919941364951
VA_L,7,700,600,0.0178655672688587,0.0176921615139272
Vis1_L,1,100,0,0.0147744538798555,0.0147434415845623
Vis1_L,2,200,100,0.0162332386326039,0.0162102570491328
Vis1_L,3,300,200,0.0165359299906994,0.0162945606333129
Vis1_L,4,400,300,0.0147785866410868,0.0150507654670115
Vis1_L,5,500,400,0.0175050855437038,0.0171528732449028
Vis1_L,6,600,500,0.0184893196164799,0.0184989225081621
Vis1_L,7,700,600,0.0207301158855211,0.0206099671647715
Vis1_L,8,800,700,0.0192901432210076,0.0194488655460548
Vis2_L,1,100,0,0.0212142639916135,0.0218312764869934
Vis2_L,2,200,100,0.0181538854643332,0.0178392160932289
Vis2_L,3,300,200,0.0191624180008486,0.0189793030448435
DMN_R,1,100,0,0.0202348835021354,0.0196103156622067
DMN_R,2,200,100,0.0173292729472752,0.0171980085991481
DMN_R,3,300,200,0.0176628963162571,0.0173750878231288
DMN_R,4,400,300,0.0182449327059674,0.0175526447138501
DMN_R,5,500,400,0.0121321435160556,0.0124004521996912
DMN_R,6,600,500,0.0157087047903726,0.0155810002309951
DMN_R,7,700,600,0.0135880027774358,0.013723636544943
DMN_R,8,800,700,0.0168806092316003,0.0165706716289508
DMN_R,9,900,800,0.0155084215903207,0.0154609957351358
DMN_R,10,1000,900,0.0132958073232168,0.0130833282587476
FPN_R,1,100,0,0.0152478442694146,0.0149989155455405
FPN_R,2,200,100,0.0154589931944488,0.0152456067519868
FPN_R,3,300,200,0.0136517089929219,0.0135512324798303
FPN_R,4,400,300,0.014182065526637,0.0136118702437203
FPN_R,5,500,400,0.015760341917503,0.0155239882708215
FPN_R,6,600,500,0.012713312577366,0.0126452241966817
FPN_R,7,700,600,0.0142239122893198,0.0140560942709379
FPN_R,8,800,700,0.0147175341619535,0.0144850159195592
FPN_R,9,900,800,0.0132322554383148,0.0133306788621441
FPN_R,10,1000,900,0.0132107067869222,0.0130464873071044
FPN_R,11,1100,1000,0.0121543062318389,0.0118310947305115
FPN_R,12,1200,1100,0.0145545339574129,0.0147067366003245
FPN_R,13,1300,1200,0.0145494201714205,0.0141296743395219
FPN_R,14,1400,1300,0.0170768165123191,0.0165551919789801
FPN_R,15,1500,1400,0.0203858716160104,0.0203409657434807
FPN_R,16,1600,1500,0.018928214739858,0.0187865308616306
FPN_R,17,1700,1600,0.0201883948436913,0.0195017340423194
FPN_R,18,1800,1700,0.017836423986634,0.0175629745761705
FPN_R,19,1900,1800,0.0186038805420021,0.0180028899976492
MFN_R,1,100,0,0.0178142947485861,0.0175805479855952
MFN_R,2,200,100,0.0189589491753904,0.0182801203169311
MFN_R,3,300,200,0.0196975290656586,0.0196612798655727
MFN_R,4,400,300,0.0173591047854416,0.0171691185551292
MFN_R,5,500,400,0.0140618572879405,0.0140606572305348
MFN_R,6,600,500,0.0168433049926503,0.0164896496753007
MFN_R,7,700,600,0.0157550434023362,0.0157886436028151
MFN_R,8,800,700,0.0182593313814643,0.0175738944423962
MFN_R,9,900,800,0.0155281843381818,0.0151993243026151
MFN_R,10,1000,900,0.0174551523764344,0.0171109948324809
MON_R,1,100,0,0.0167565599299721,0.0165148134037801
MON_R,2,200,100,0.0163466749796222,0.0162318780864119
MON_R,3,300,200,0.0167785190358074,0.0167520891729279
MON_R,4,400,300,0.0160080330051882,0.0159767591401387
MON_R,5,500,400,0.0142937237955956,0.0144390606039784
MON_R,6,600,500,0.0156941758150983,0.0157476956357745
MON_R,7,700,600,0.014549259972027,0.014770842127821
MON_R,8,800,700,0.0156766121554574,0.0154858262005992
MON_R,9,900,800,0.0162064853997224,0.0161810319973683
MON_R,10,1000,900,0.0153315691574088,0.0153778160998034
MON_R,11,1100,1000,0.0197585589135691,0.0201897022220549
MON_R,12,1200,1100,0.0208487958877809,0.0209866902082185
MON_R,13,1300,1200,0.019028729978033,0.0186077460383763
MON_R,14,1400,1300,0.0210184560423924,0.0213591492123396
MON_R,15,1500,1400,0.0201535283952111,0.0201779598849192
MON_R,16,1600,1500,0.018308759976671,0.0184849216557746
MON_R,17,1700,1600,0.0173072904777373,0.0174045959197833
MON_R,18,1800,1700,0.0179950224142049,0.0178421806497854
MON_R,19,1900,1800,0.0185211560937493,0.0182167256889857
MON_R,20,2000,1900,0.0197348073904975,0.0197848268690695
MON_R,21,2100,2000,0.0182212991209687,0.0184345806782545
MON_R,22,2200,2100,0.021456943674319,0.0216129103299187
MON_R,23,2300,2200,0.0212252957948791,0.020923007449157
SC_R,1,100,0,0.0193027955616833,0.0196281412170221
SC_R,2,200,100,0.0203616682533536,0.0207266178291861
SC_R,3,300,200,0.0201847636153024,0.0203210675717176
SC_R,4,400,300,0.0207553625942115,0.0208394271405872
SC_R,5,500,400,0.0186656799458748,0.0185822214529615
SC_R,6,600,500,0.0211878378867734,0.0216580520743565
SC_R,7,700,600,0.0217180224895417,0.0218486013734789
SC_R,8,800,700,0.0216610836702176,0.0218284391986968
SC_R,9,900,800,0.0209126460368684,0.021377202182923
SC_R,10,1000,900,0.0194100743023426,0.0194783647620287
SC_R,11,1100,1000,0.0187354099176251,0.019221157886418
SC_R,12,1200,1100,0.018973647145727,0.0192482189250013
SC_R,13,1300,1200,0.0190083304652316,0.0191591206641658
SC_R,14,1400,1300,0.020773852291031,0.0211100175709781
SC_R,15,1500,1400,0.0210499590301988,0.0212674653464427
SC_R,16,1600,1500,0.0203568738862288,0.0204563761985711
SC_R,17,1700,1600,0.019458153214443,0.0197416561912279
SC_R,18,1800,1700,0.0210060655730487,0.0208671100917095
SC_R,19,1900,1800,0.0211575173582154,0.0211905796148522
SC_R,20,2000,1900,0.0202121224869559,0.0205836360180863
SC_R,21,2100,2000,0.0173754602219805,0.0180282938679166
SC_R,22,2200,2100,0.0151461055232704,0.0150409548453445
SC_R,23,2300,2200,0.0170046718591258,0.0168143738060249
SC_R,24,2400,2300,0.0173129776805454,0.0173046524888402
SC_R,25,2500,2400,0.0179657384822837,0.018452073245023
SC_R,26,2600,2500,0.0185536897447203,0.0184052580568454
SC_R,27,2700,2600,0.0164119450395099,0.0163837052893676
SC_R,28,2800,2700,0.0166621856884271,0.016768722250254
SC_R,29,2900,2800,0.0174385679109427,0.017353231353452
SC_R,30,3000,2900,0.0150857973797395,0.0152457168018627
SC_R,31,3100,3000,0.018782520553513,0.0188783863090316
SC_R,32,3200,3100,0.0180119954587508,0.0185839036729105
SC_R,33,3300,3200,0.0174166141542456,0.0172737726942239
SC_R,34,3400,3300,0.0157610599844669,0.0157674413350611
SC_R,35,3500,3400,0.0166628308599685,0.0162964279696988
SC_R,36,3600,3500,0.0187001461132708,0.0192097455893872
SC_R,37,3700,3600,0.0176767177047946,0.0178746856214323
SC_R,38,3800,3700,0.0171926709187112,0.0174517815774545
SC_R,39,3900,3800,0.0166284175646416,0.0167800065267299
VA_R,1,100,0,0.0153625245852066,0.0154649928882696
VA_R,2,200,100,0.0149996656965662,0.0148812897018534
VA_R,3,300,200,0.0146605954105851,0.0146608830022743
VA_R,4,400,300,0.0177231195609069,0.0179097187943279
VA_R,5,500,400,0.017994860269319,0.0180473836718928
VA_R,6,600,500,0.0207120994394317,0.0203785348272224
VA_R,7,700,600,0.0196361638211217,0.0194158428309019
VA_R,8,800,700,0.018620155677478,0.0185256234173802
VA_R,9,900,800,0.0203855731908081,0.0200451685323676
Vis1_R,1,100,0,0.0195991703682288,0.0196707624304584
Vis1_R,2,200,100,0.0188426624027859,0.0189564688157577
Vis1_R,3,300,200,0.0194629640634185,0.0195306532087847
Vis1_R,4,400,300,0.0201115995119159,0.0197908528875554
Vis1_R,5,500,400,0.0192791672821619,0.0191559413667619
Vis1_R,6,600,500,0.0200240589876934,0.0199249843135412
Vis1_R,7,700,600,0.0135475656049535,0.0131626197829965
Vis1_R,8,800,700,0.0174169389245061,0.0169754569973409
Vis1_R,9,900,800,0.0141951845695957,0.0142628797557575
Vis2_R,1,100,0,0.0145209659836592,0.0148348674484875
Vis2_R,2,200,100,0.0161055921331737,0.0160975090997934
Vis2_R,3,300,200,0.0155271044389545,0.0152921193897611
Vis2_R,4,400,300,0.0154757929558423,0.015196563100023
