label,withinID,end,start,value1,value2
DMN_L,1,100,0,0.0150534067079516,0.0147023953580138
DMN_L,2,200,100,0.0146392241390658,0.0146904936031055
DMN_L,3,300,200,0.0138457493225853,0.0139505517828759
DMN_L,4,400,300,0.0161704164062314,0.0160688310753613
DMN_L,5,500,400,0.0161783885326148,0.0161275812328084
DMN_L,6,600,500,0.0149121964894135,0.0146307690656266
DMN_L,7,700,600,0.0155401727152116,0.0154850728893358
DMN_L,8,800,700,0.015707934859359,0.0154125318138039
DMN_L,9,900,800,0.0143146992083793,0.0144039885147313
FPN_L,1,100,0,0.0139168202912027,0.0139645791593664
FPN_L,2,200,100,0.01445909202109,0.0142205195917701
FPN_L,3,300,200,0.0134446127292208,0.013440361139449
FPN_L,4,400,300,0.0133129502962585,0.0134005295803776
FPN_L,5,500,400,0.0137528212218894,0.0135891635002527
FPN_L,6,600,500,0.0139178144620561,0.0137171666191737
FPN_L,7,700,600,0.0138139555288373,0.0142196288786622
FPN_L,8,800,700,0.0156807952015463,0.0155909799655098
FPN_L,9,900,800,0.0154004976002075,0.0155504546318443
FPN_L,10,1000,900,0.0142791390752848,0.0143964124427077
FPN_L,11,1100,1000,0.0144500117961226,0.0144644870889608
FPN_L,12,1200,1100,0.0149547624459751,0.0151355376422545
FPN_L,13,1300,1200,0.0136496087127146,0.0137191014619969
FPN_L,14,1400,1300,0.0137113391841951,0.013970992121489
FPN_L,15,1500,1400,0.0140047288905817,0.0142300898184248
MFN_L,1,100,0,0.0144911820844111,0.0142291889800758
MFN_L,2,200,100,0.0146299290961545,0.0146504970745456
MFN_L,3,300,200,0.0132775072706632,0.0132988190097372
MFN_L,4,400,300,0.0137800169219344,0.0137969044061686
MFN_L,5,500,400,0.0142194273830663,0.0140728303361699
MFN_L,6,600,500,0.0143607258569792,0.0143194506583734
MFN_L,7,700,600,0.0144534123754609,0.0143560991001146
MFN_L,8,800,700,0.0145828855230745,0.0147165362159714
MFN_L,9,900,800,0.0134933434502916,0.0135538154501927
MFN_L,10,1000,900,0.012933275079771,0.0128781814433781
MFN_L,11,1100,1000,0.0132834107888191,0.0134806896377052
MFN_L,12,1200,1100,0.0163592328959912,0.0163160175321122
MFN_L,13,1300,1200,0.0139287995201074,0.0140335712342091
MFN_L,14,1400,1300,0.0140633469585964,0.0141311838782818
MFN_L,15,1500,1400,0.0135349750313643,0.0135587107629401
MFN_L,16,1600,1500,0.0138765579902839,0.0141619036416109
MFN_L,17,1700,1600,0.0162852059680964,0.0164516957090923
MFN_L,18,1800,1700,0.0142165598187833,0.0143300596027745
MFN_L,19,1900,1800,0.0150598132429573,0.0147607632640645
MON_L,1,100,0,0.0141565323564105,0.0138963487137355
MON_L,2,200,100,0.0139301173047214,0.0139550879347779
MON_L,3,300,200,0.012993141058538,0.0131493960468941
MON_L,4,400,300,0.0139915026231571,0.0138692630444023
MON_L,5,500,400,0.0146519765635018,0.0145280874889893
MON_L,6,600,500,0.0136715786402088,0.0135472918611681
MON_L,7,700,600,0.0129665420714723,0.0129510697743017
MON_L,8,800,700,0.0144090841579205,0.0140245834701189
MON_L,9,900,800,0.0150653797358114,0.0151692305250293
MON_L,10,1000,900,0.0145652871177995,0.0147058388553853
MON_L,11,1100,1000,0.013856317600725,0.0136803136290782
MON_L,12,1200,1100,0.0150556570385376,0.014497257850653
MON_L,13,1300,1200,0.0133644617048656,0.0132121944705111
MON_L,14,1400,1300,0.0146793479851516,0.0147572608643088
MON_L,15,1500,1400,0.0159982086171875,0.0159443350765623
MON_L,16,1600,1500,0.014540999633647,0.0145796756248695
MON_L,17,1700,1600,0.0138782173682334,0.0137407638224114
MON_L,18,1800,1700,0.0142518828813198,0.0142386677172384
MON_L,19,1900,1800,0.0153547880492307,0.0153285699838934
MON_L,20,2000,1900,0.0149660194425518,0.0148467075997471
MON_L,21,2100,2000,0.0146283721683504,0.0145726785207673
MON_L,22,2200,2100,0.0145153337061392,0.0145152887163612
MON_L,23,2300,2200,0.0140343386550615,0.0141021456620622
MON_L,24,2400,2300,0.0149138536677713,0.0150318023407406
MON_L,25,2500,2400,0.0148067250834163,0.0149246561019601
SC_L,1,100,0,0.0142055653976277,0.0142845813416641
SC_L,2,200,100,0.0145015221571639,0.0144403690595363
SC_L,3,300,200,0.0140958264750407,0.013865691242168
SC_L,4,400,300,0.0139068773901288,0.0138836057055654
SC_L,5,500,400,0.0149832725136007,0.0150367903789007
SC_L,6,600,500,0.0150509896946845,0.015024803560968
SC_L,7,700,600,0.0146365336153053,0.0147045244004457
SC_L,8,800,700,0.01540847255874,0.0153734840038271
SC_L,9,900,800,0.0156711189560596,0.015568139838255
SC_L,10,1000,900,0.0139250406162975,0.0138548923448931
SC_L,11,1100,1000,0.0145333662562922,0.0146724441785543
SC_L,12,1200,1100,0.0145910013183625,0.0144761953044481
SC_L,13,1300,1200,0.0143838007179472,0.0142991880585487
SC_L,14,1400,1300,0.0161532545611029,0.0158351815073134
SC_L,15,1500,1400,0.0160107266275217,0.0161917152077457
SC_L,16,1600,1500,0.0152346121058939,0.015265997028205
SC_L,17,1700,1600,0.0152172033547652,0.0153746226330217
SC_L,18,1800,1700,0.0156809603115748,0.0155077197756598
SC_L,19,1900,1800,0.0151172826262136,0.0151228143593762
SC_L,20,2000,1900,0.0147927222556497,0.0146601826910607
SC_L,21,2100,2000,0.0158655110640207,0.0156897862778008
SC_L,22,2200,2100,0.0163363955278066,0.0164020241914205
SC_L,23,2300,2200,0.0151979657673452,0.0148769521723072
SC_L,24,2400,2300,0.0160515423825454,0.0160458604533945
SC_L,25,2500,2400,0.0153699135012286,0.015481091106632
SC_L,26,2600,2500,0.0154741551647526,0.01553261087075
SC_L,27,2700,2600,0.0141222164768821,0.0141800948603736
SC_L,28,2800,2700,0.0145762378224753,0.0145322341645986
SC_L,29,2900,2800,0.0158603970221854,0.015889001997406
SC_L,30,3000,2900,0.0141589575106672,0.014203286801266
SC_L,31,3100,3000,0.0150686744327369,0.0151168607311768
SC_L,32,3200,3100,0.0160732794356751,0.0159201340732848
SC_L,33,3300,3200,0.0159680219848715,0.0158178552611286
SC_L,34,3400,3300,0.0152071371794803,0.0152058633223775
SC_L,35,3500,3400,0.0148799901043344,0.0147874728210795
SC_L,36,3600,3500,0.0152148336874298,0.0152854377451539
SC_L,37,3700,3600,0.0151115711230203,0.0151804464335439
SC_L,38,3800,3700,0.0147148322689952,0.0147447723514023
SC_L,39,3900,3800,0.0149717447300559,0.0152076330918073
SC_L,40,4000,3900,0.0152539777291705,0.0151168651452
SC_L,41,4100,4000,0.0151546302781496,0.0149413650898069
SC_L,42,4200,4100,0.0149980524254321,0.0145231552271569
SC_L,43,4300,4200,0.0151348355920148,0.0147698477238722
SC_L,44,4400,4300,0.0146807982733274,0.0145590233172683
SC_L,45,4500,4400,0.0153044784775931,0.0151903898418644
SC_L,46,4600,4500,0.0149430355104379,0.0150077124740357
VA_L,1,100,0,0.0140058456062179,0.0140947641005314
VA_L,2,200,100,0.01562204990499,0.0155546055494107
VA_L,3,300,200,0.0164978676808805,0.0163428038921299
VA_L,4,400,300,0.0153854817892969,0.0156773956327346
VA_L,5,500,400,0.0164874177725547,0.0166805302957742
VA_L,6,600,500,0.0158186153838717,0.0156803491530876
VA_L,7,700,600,0.016326905545104,0.0165837772166066
VA_L,8,800,700,0.0158761736850829,0.016196500909714
VA_L,9,900,800,0.0131433325941465,0.013232527204516
Vis1_L,1,100,0,0.0163347305365944,0.0164349088386548
Vis1_L,2,200,100,0.0163844122063971,0.0164099270922776
Vis1_L,3,300,200,0.0160971072959529,0.0159077759496899
Vis1_L,4,400,300,0.0160199959991331,0.0162921354308647
Vis1_L,5,500,400,0.0159089469550723,0.0158309150404163
Vis1_L,6,600,500,0.0162718114911538,0.0162943373465429
Vis1_L,7,700,600,0.0164507544805448,0.0168017274159935
Vis1_L,8,800,700,0.0166159261719991,0.0167448659735578
Vis2_L,1,100,0,0.0161448047406751,0.0162371488321711
Vis2_L,2,200,100,0.0159346706010172,0.0158817771993706
Vis2_L,3,300,200,0.0150579011149961,0.0155010151286487
Vis2_L,4,400,300,0.0149249220504699,0.0146742733761632
DMN_R,1,100,0,0.0145785231317983,0.0142734563407938
DMN_R,2,200,100,0.0147568994755158,0.0147455641086941
DMN_R,3,300,200,0.013376381630689,0.0133299475430922
DMN_R,4,400,300,0.0140177047261796,0.0140159121773504
DMN_R,5,500,400,0.0171264692770132,0.0175300274760412
DMN_R,6,600,500,0.0173404522029797,0.0176111331892282
DMN_R,7,700,600,0.0151557941368379,0.0150631335707897
DMN_R,8,800,700,0.0164652000855613,0.0166312710466273
DMN_R,9,900,800,0.0155869438415279,0.0155511766355742
DMN_R,10,1000,900,0.0156430423661392,0.015836968277298
DMN_R,11,1100,1000,0.0141879087399121,0.0142315892116541
FPN_R,1,100,0,0.0139012252854832,0.0139111885064337
FPN_R,2,200,100,0.0142743172734746,0.0143713058924749
FPN_R,3,300,200,0.0134516560389102,0.0135982805098953
FPN_R,4,400,300,0.0128941823884675,0.0126480236037683
FPN_R,5,500,400,0.0140336268724791,0.0140094466112999
FPN_R,6,600,500,0.0134565338494272,0.0134814493895389
FPN_R,7,700,600,0.0151524951340146,0.0152174533134486
FPN_R,8,800,700,0.0136611979860412,0.0136423031582833
FPN_R,9,900,800,0.0138614359445242,0.0139456738851047
FPN_R,10,1000,900,0.0143711536140096,0.0142951449639006
FPN_R,11,1100,1000,0.0140554610354258,0.0142718551776004
