network,withinID,start1,end1,network2,withinID2,start2,end2
MON_L,9,830,870,DMN_R,3,230,270
MON_L,17,1630,1670,DMN_R,10,930,970
MON_L,9,830,870,DMN_R,1,30,70
MON_L,17,1630,1670,DMN_R,9,830,870
MON_L,18,1730,1770,DMN_R,10,930,970
MON_L,11,1030,1070,FPN_R,3,230,270
MON_L,18,1730,1770,MFN_L,6,530,570
MON_R,20,1930,1970,SC_L,12,1130,1170
SC_R,26,2530,2570,SC_L,3,230,270
VA_R,6,530,570,SC_R,24,2330,2370
VA_R,6,530,570,Vis1_L,6,530,570
