label,withinID,end,start,value1,value2
DMN_L,1,100,0,0.0206853349343306,0.0202475455216386
DMN_L,2,200,100,0.02341527554706,0.0234836747894881
DMN_L,3,300,200,0.023741729572921,0.0233519831647796
DMN_L,4,400,300,0.0228522873660852,0.0225413390351884
DMN_L,5,500,400,0.022854759375793,0.0226991756212971
DMN_L,6,600,500,0.0180322347579872,0.0181220295725398
FPN_L,1,100,0,0.020272087058314,0.0203052514622662
FPN_L,2,200,100,0.0211612914190008,0.021266587576571
FPN_L,3,300,200,0.0207611950967425,0.0209314786816982
FPN_L,4,400,300,0.021542505213787,0.0216707890216707
FPN_L,5,500,400,0.0235957850751778,0.023291376135355
FPN_L,6,600,500,0.0225337215453376,0.0225696150885914
FPN_L,7,700,600,0.0240269337327006,0.024141105615689
FPN_L,8,800,700,0.0246325243861679,0.0254575305115931
FPN_L,9,900,800,0.0246034903221674,0.0246960191289204
FPN_L,10,1000,900,0.0237052041472932,0.0236346829056623
MFN_L,1,100,0,0.023691595732599,0.0235979114361214
MFN_L,2,200,100,0.0230422070834754,0.0227881715955043
MFN_L,3,300,200,0.0236640405931102,0.0237334731493426
MFN_L,4,400,300,0.0252762997046745,0.0251307967976672
MFN_L,5,500,400,0.0249546844332358,0.0250656188405815
MFN_L,6,600,500,0.0249731514247311,0.0253759502845119
MFN_L,7,700,600,0.025219358669662,0.0255071753212321
MFN_L,8,800,700,0.0220057550117873,0.0219999880621047
MFN_L,9,900,800,0.0247764865749556,0.0245231019258814
MFN_L,10,1000,900,0.0236165298200036,0.0238432202519206
MFN_L,11,1100,1000,0.0238209017470455,0.0242948123620763
MFN_L,12,1200,1100,0.0253289255592552,0.0253779314375576
MFN_L,13,1300,1200,0.0250506313535586,0.0256488564439021
MFN_L,14,1400,1300,0.0263748592348921,0.0270801654595014
MON_L,1,100,0,0.0246295763647131,0.0250493655319463
MON_L,2,200,100,0.0245341560893112,0.0255289103513545
MON_L,3,300,200,0.0256313859646237,0.0261433261077579
MON_L,4,400,300,0.0251805617753264,0.0252950502376041
MON_L,5,500,400,0.0253058139898599,0.0255170580519981
MON_L,6,600,500,0.024308527673672,0.024268573701509
MON_L,7,700,600,0.0260237136091722,0.0258688572880174
MON_L,8,800,700,0.0261543228625638,0.0264072467852882
MON_L,9,900,800,0.023131556891617,0.0233903184393633
MON_L,10,1000,900,0.0260555985485679,0.0257658872251505
MON_L,11,1100,1000,0.0235275389212907,0.0238453371557133
MON_L,12,1200,1100,0.0215127536364747,0.0212153400306316
MON_L,13,1300,1200,0.0259822201388265,0.0260515560999168
MON_L,14,1400,1300,0.0220137193963468,0.0221011617008416
MON_L,15,1500,1400,0.0255606369427243,0.025810939163508
MON_L,16,1600,1500,0.026798184039593,0.0264379877341305
MON_L,17,1700,1600,0.0271944990958104,0.0272795197594395
MON_L,18,1800,1700,0.0272684460026794,0.0275695291462138
MON_L,19,1900,1800,0.0234847190531355,0.0230528146201617
SC_L,1,100,0,0.0254059220394711,0.0254606922587773
SC_L,2,200,100,0.0224090547756972,0.0221824993124776
SC_L,3,300,200,0.0217341825450496,0.0218214404201981
SC_L,4,400,300,0.0242236530399747,0.0239890169334437
SC_L,5,500,400,0.0275260636293258,0.0275666081697613
SC_L,6,600,500,0.0274768489915146,0.0276742935601797
SC_L,7,700,600,0.0248689009952594,0.0252592770622096
SC_L,8,800,700,0.0223213846868154,0.022615615692107
SC_L,9,900,800,0.02527614048792,0.0249263530961212
SC_L,10,1000,900,0.0249092428336178,0.0252222458697709
SC_L,11,1100,1000,0.0220209412170797,0.0217455369877889
SC_L,12,1200,1100,0.026164751565811,0.0265153056681624
SC_L,13,1300,1200,0.026480559314026,0.0258034100813393
SC_L,14,1400,1300,0.0272752949812913,0.0278108251867178
SC_L,15,1500,1400,0.0259115972523848,0.026467731578634
SC_L,16,1600,1500,0.0278716179908116,0.0280618209084793
SC_L,17,1700,1600,0.0203951792862433,0.0208840829624471
SC_L,18,1800,1700,0.0206137855808505,0.020586413483316
SC_L,19,1900,1800,0.0216143261408459,0.0215011818743128
VA_L,1,100,0,0.0231020678917747,0.023734513622875
VA_L,2,200,100,0.0243619781479302,0.0245059928575857
VA_L,3,300,200,0.0220776604214343,0.0223367767985287
VA_L,4,400,300,0.0202806079384614,0.0203189099566928
VA_L,5,500,400,0.0207847805563653,0.0207150826547201
